0,0,310
0,0,310
1,0,310
1,0,310
2,0,310
2,0,310
2,0,310
7,0,310
16,0,308
26,0,306
36,0,306
48,0,304
58,0,302
68,0,298
78,0,297
89,0,294
99,0,290
109,0,289
121,0,283
133,0,280
144,0,275
155,0,270
166,0,264
178,1,258
190,1,256
201,1,251
212,1,528
224,1,546
235,1,527
247,1,538
259,1,549
270,1,566
281,1,563
292,1,564
304,1,515
316,1,459
327,1,233
338,1,233
350,1,233
361,1,234
372,1,453
385,2,439
396,2,430
407,2,439
418,2,445
430,2,453
441,2,453
453,2,462
464,2,425
476,2,430
487,2,441
498,2,437
509,2,403
522,2,382
533,2,340
544,2,313
556,2,306
567,2,299
578,3,272
590,3,414
602,3,233
613,3,233
624,3,233
635,3,233
648,3,233
659,3,233
670,3,233
681,3,233
693,3,233
704,3,233
716,3,233
728,3,470
739,3,461
750,3,458
761,3,454
773,3,451
785,4,450
796,4,457
807,4,457
819,4,448
830,4,458
841,4,481
854,4,471
865,4,470
876,4,475
887,4,475
899,4,475
910,4,465
922,4,467
933,4,469
945,4,467
956,4,463
967,5,233
979,5,233
991,5,234
1002,5,234
1014,5,234
1027,5,234
1039,5,233
1052,5,234
1064,5,233
1077,5,234
1089,5,234
1101,5,234
1115,5,233
1127,5,234
1139,5,233
1152,5,234
1164,6,234
1176,6,234
1189,6,234
1202,6,234
1214,6,234
1226,6,234
1239,6,235
1252,6,235
1264,6,235
1276,6,235
1289,6,236
1301,6,236
1314,6,236
1327,6,236
1339,7,236
1351,7,236
1363,7,236
1376,7,236
1389,7,236
1401,7,236
1414,7,235
1426,7,236
1438,7,236
1452,7,236
1464,7,236
1476,7,304
1488,7,303
1501,7,303
1514,7,303
1526,8,293
1539,8,236
1551,8,236
1563,8,236
1575,8,292
1589,8,319
1601,8,324
1613,8,307
1626,8,294
1638,8,437
1651,8,469
1664,8,473
1676,8,477
1688,8,485
1700,8,487
1714,9,493
1726,9,501
1738,9,510
1751,9,511
1763,9,514
1775,9,514
1788,9,512
1801,9,518
1813,9,515
1825,9,517
1838,9,517
1851,9,516
1863,9,516
1875,9,508
1888,9,508
1900,9,488
1913,10,479
1927,10,479
1940,10,476
1953,10,479
1967,10,472
1981,10,444
1994,10,417
2008,10,399
2021,10,395
2034,10,412
2049,10,404
2062,10,400
2075,10,394
2088,10,387
2102,10,404
2116,11,407
2129,11,391
2143,11,237
2156,11,382
2169,11,382
2184,11,357
2197,11,359
2210,11,357
2224,11,341
2237,11,372
2251,11,365
2265,11,379
2278,11,398
2291,11,393
2305,11,391
2319,12,375
2332,12,379
2345,12,382
2359,12,387
2372,12,359
2386,12,423
2400,12,405
2413,12,404
2426,12,375
2440,12,384
2454,12,373
2467,12,364
2481,12,350
2494,12,366
2507,12,389
2522,13,377
2535,13,369
2548,13,372
2562,13,369
2575,13,370
2589,13,372
2603,13,393
2616,13,374
2629,13,377
2643,13,398
2657,13,394
2670,13,404
2683,13,409
2697,13,419
2711,13,407
2724,14,416
2738,14,413
2751,14,423
2764,14,432
2779,14,432
2792,14,438
2805,14,442
2819,14,443
2832,14,442
2846,14,444
2860,14,444
2873,14,448
2886,14,449
2899,14,451
2914,14,450
2927,15,452
2940,15,450
2954,15,452
2967,15,451
2981,15,421
2995,15,419
3008,15,403
3021,15,418
3035,15,408
3049,15,408
3062,15,236
3076,15,409
3089,15,428
3102,15,441
3117,15,447
3130,16,447
3143,16,447
3156,16,447
3170,16,447
3184,16,445
3197,16,446
3211,16,447
3224,16,441
3237,16,436
3252,16,395
3265,16,399
3278,16,399
3292,16,398
3305,16,393
3319,16,372
3333,17,396
3346,17,397
3359,17,398
3373,17,390
3387,17,397
3400,17,403
3414,17,401
3427,17,402
3440,17,397
3454,17,398
3468,17,402
3481,17,395
3494,17,423
3509,17,421
3522,17,423
3535,17,407
3549,18,412
3562,18,236
3576,18,237
3590,18,237
3603,18,237
3616,18,237
3630,18,384
3644,18,385
3657,18,383
3671,18,388
3684,18,389
3697,18,395
3712,18,380
3725,18,383
3738,18,236
3751,19,416
3765,19,378
3779,19,422
3792,19,418
3806,19,434
3819,19,433
3832,19,434
3847,19,442
3860,19,439
3873,19,444
3887,19,440
3900,19,444
3914,19,435
3928,19,429
3941,19,425
3954,19,426
3968,20,420
3982,20,425
3995,20,412
4008,20,399
4022,20,395
4035,20,368
4049,20,366
4063,20,379
4076,20,378
4089,20,379
4103,20,382
4117,20,375
4130,20,367
4144,20,390
4157,20,392
4170,21,389
4185,21,388
4198,21,376
4211,21,349
4225,21,369
4238,21,369
4252,21,380
4265,21,382
4279,21,380
4292,21,381
4305,21,405
4320,21,401
4333,21,399
4346,21,402
4360,21,408
4374,21,413
4387,22,411
4401,22,408
4414,22,403
4427,22,402
4442,22,384
4455,22,399
4468,22,400
4482,22,399
4495,22,399
4509,22,388
4523,22,384
4536,22,375
4549,22,384
4562,22,383
4577,22,380
4590,22,386
4603,23,372
4617,23,371
4630,23,370
4644,23,390
4658,23,387
4671,23,366
4684,23,389
4698,23,395
4712,23,392
4725,23,378
4739,23,361
4752,23,384
4765,23,387
4780,23,380
4793,23,388
4806,23,381
4819,23,385
4833,24,399
4847,24,399
4860,24,395
4874,24,395
4887,24,404
4900,24,407
4915,24,391
4928,24,389
4941,24,386
4955,24,393
4968,24,398
4982,24,393
4996,24,394
5009,24,394
5022,24,397
5036,25,396
5050,25,391
5063,25,398
5076,25,404
5090,25,404
5103,25,401
5117,25,407
5131,25,405
5144,25,402
5157,25,362
5171,25,372
5185,25,363
5198,25,382
5212,25,380
5225,25,382
5239,25,384
5253,25,384
5266,26,370
5279,26,372
5293,26,373
5307,26,361
5320,26,363
5334,26,383
5347,26,415
5360,26,411
5374,26,413
5388,26,410
5401,26,408
5414,26,415
5428,26,402
5442,26,413
5455,26,236
5469,26,412
5482,27,379
5495,27,401
5510,27,401
5523,27,403
5536,27,397
5550,27,398
5563,27,400
5577,27,400
5591,27,403
5604,27,401
5617,27,397
5630,27,398
5645,27,396
5658,27,394
5671,27,380
5685,27,386
5698,27,378
5712,28,369
5726,28,371
5739,28,373
5752,28,375
5766,28,377
5780,28,373
5793,28,375
5807,28,374
5820,28,372
5833,28,379
5848,28,374
5861,28,369
5874,28,378
5888,28,363
5901,28,379
5915,28,379
5928,28,380
5942,29,379
5955,29,379
5968,29,374
5983,29,380
5996,29,383
6009,29,383
6023,29,384
6036,29,388
6050,29,390
6064,29,388
6077,29,383
6090,29,384
6105,29,373
6118,29,370
6131,29,368
6145,29,369
6158,29,369
6172,30,362
6185,30,386
6199,30,383
6212,30,382
6225,30,382
6240,30,368
6253,30,387
6266,30,386
6280,30,384
6293,30,374
6307,30,371
6321,30,372
6334,30,373
6347,30,371
6361,30,375
6375,30,376
6388,30,380
6402,31,381
6415,31,362
6428,31,363
6443,31,359
6456,31,374
6469,31,375
6482,31,375
6496,31,371
6510,31,366
6523,31,367
6537,31,363
6550,31,366
6563,31,363
6578,31,363
6591,31,363
6604,31,362
6618,31,367
6631,31,371
6645,32,371
6659,32,372
6672,32,370
6685,32,366
6699,32,369
6713,32,367
6726,32,366
6739,32,367
6753,32,366
6766,32,365
6780,32,368
6794,32,364
6807,32,368
6820,32,369
6834,32,370
6848,32,367
6861,32,375
6875,33,378
6888,33,381
6901,33,236
6916,33,372
6929,33,236
6942,33,236
6956,33,236
6970,33,236
6983,33,236
6996,33,236
7010,33,236
7023,33,236
7037,33,236
7051,33,236
