(7.526592031289145,80.9326171875,0.5285461493199469,0.7853981633974483)
(15.462900816759667,19.62890625,4.657548336099565,0.7853981633974483)
(18.03740060637572,117.54557291666667,7.062111867998039,0.7853981633974483)
(18.512190251100144,142.1142578125,3.189057382819494,0.7853981633974483)
(19.752989343008,13.29345703125,6.4293121659957855,0.7853981633974483)
(20.945598090953492,131.70635516826923,6.450927815029516,0.7853981633974483)
(22.741657085201375,23.828125,3.603729047077891,0.7853981633974483)
(25.97397602256961,16.943359375,2.4849756615744556,0.7853981633974483)
(26.04316851590518,91.875,6.6000940343773635,0.7853981633974483)
(32.22822486490073,17.28515625,14.084040448940591,0.7853981633974483)
